fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,type,quality
-0.7060734944391399,0.0020288700717988445,0.2846860473502662,-0.11418654071760255,-0.600437291104825,0.026745532969862637,1.2253801044157835,-0.032228011704384475,-0.4260669878307981,-0.27735097398728104,-0.6639171407643661,-0.5713665894168449,5
1.1453012537999168,1.763621021398017,-0.2658736340412144,-0.5766203541399915,1.1408822600253108,-0.7620742426049669,-0.8270813586345697,0.8815798251289032,0.2581197197145062,0.6635445165369291,-0.24467210170538917,1.7501898405026306,6
-0.6289328799291788,-0.5446721424087518,0.07822616682846108,-0.8498766984350394,-0.45770618035645333,0.646532499492943,-0.01317422673529176,-1.3662540508770855,-0.17727182145068696,-0.3445577947390104,0.6776669842243613,-0.5713665894168449,7
-0.5517922654192184,-0.8483949271201687,-0.059413753519409265,-0.7027386668915521,-0.6575297354041738,0.08308980265377904,-0.3670468927784561,-1.754789134786162,-1.6078440281363247,0.5291308750334704,1.2646100389069284,-0.5713665894168449,6
1.0681606392899563,0.8828249457349078,-0.19705367386727962,-0.28234429105301684,-0.8573532904518945,-0.6493857032371341,-0.26088509296550677,-0.9660462391252826,-1.2968500701611871,-1.0166260022563032,1.6000060701541103,-0.5713665894168449,5
0.4510357232102707,-0.24094935769733494,0.5599658880460069,-0.7657978232673325,-0.8002608461525457,-0.42400862450146853,0.11068120637981575,-1.099448843042575,-0.4882657794258245,-0.9494191815045738,0.34227095297717947,-0.5713665894168449,7
-0.3203704218893364,-0.9091394840624522,2.693384653437995,2.5342980270651703,-0.40061373605710454,-0.5366971638693013,-0.030867860037449978,1.0483330800254724,-2.292030735681629,-0.21014415323555166,-0.8316151563879564,-0.5713665894168449,6
1.6852855553696424,0.5487298825523492,-0.5411534747369551,-0.5556006353480648,1.0266973714266134,-0.9311070516567161,-1.2517285578863668,1.1016941215923968,-0.17727182145068696,1.335612724054222,-0.4123701173289794,1.7501898405026306,6
-0.6289328799291788,-1.1521177118315857,-0.19705367386727962,-0.7657978232673325,-0.343521291757756,-0.5366971638693013,-0.01317422673529176,-1.012737150496337,-0.7370609458059356,-1.0166260022563032,-0.24467210170538917,-0.5713665894168449,5
0.7595981812501131,-0.726905813235602,1.1793455296114226,0.8737402425029553,-0.5433448468054765,1.2663194660160233,0.6768774720488787,0.13452524319218465,-1.2346512785661579,-1.3526601060149495,0.09072392954179267,-0.5713665894168449,6
-0.7060734944391399,0.3664962117254992,0.009406206654525906,1.0839374304222231,-0.20079018100938406,0.4211554207572774,1.6500273036675805,1.1350447725717105,1.564294343210091,0.39471723353001176,-0.9993131720115465,-0.5713665894168449,6
-1.0146359524789823,0.6094744394946326,0.07822616682846108,-0.891916136018893,-0.20079018100938406,-1.0437955910245489,0.022213039869024672,-1.1194592336301485,1.502095551615062,-0.6133850777459274,0.8453649998479515,-0.5713665894168449,5
0.4510357232102707,-0.7876503701778854,0.14704612700239625,1.357193774717271,-0.4862524025061277,1.3790080053838563,0.42916660581866367,0.4013304510267323,-1.2346512785661579,-1.4870737475184082,-0.1608230938935926,-0.5713665894168449,6
-0.8603547234590615,-0.42318302852418493,0.009406206654525906,0.1590698035774454,-0.22933640315905846,0.928253847912525,0.8007329051639862,-0.6292046642341909,0.009324553334397804,0.4619240542817411,0.4261199607889745,-0.5713665894168449,6
-0.16608919286941484,1.3384091228020336,-1.2981730366502413,-0.8078372608511859,0.598504039181498,-0.31132008513363574,-1.3048094577928415,0.531397989846071,0.7557100524747286,0.39471723353001176,-1.083162179823343,1.7501898405026306,5
-0.3203704218893364,-0.24094935769733494,-0.19705367386727962,0.1590698035774454,-0.8858995126015687,-0.08594300639797016,-0.3670468927784561,-1.3295683347998553,-1.1724524869711315,-1.4198669267666788,2.019251109213087,-0.5713665894168449,7
-1.708901483068629,-1.0306285979470189,1.6610852508289689,-0.8288569796431128,-0.8573532904518945,-0.36766435481755216,-0.01317422673529176,-1.3662540508770855,1.6264931348051175,-0.9494191815045738,0.25842194516538436,-0.5713665894168449,7
-0.937495337969022,0.0020288700717988445,2.34928485256832,2.197982526394342,-0.28642884745840724,-0.25497581544971937,0.8538138050704609,1.0683434706130828,-0.4882657794258245,-0.21014415323555166,-1.4185582110705235,-0.5713665894168449,6
-0.3203704218893364,-0.4839275854664684,-0.5411534747369551,0.4953853042482736,-0.1151515145603611,1.3226637356999398,1.7384954701783717,0.46803175298535993,-0.5504645710208537,-0.4117646154907397,-1.3347092032587284,-0.5713665894168449,5
0.14247326517042827,1.7028764644557337,-1.8487327180417221,-0.7447781044754057,0.34158803983442887,-0.36766435481755216,-1.3048094577928415,0.46803175298535993,1.253300385234951,0.26030359202655307,0.8453649998479515,1.7501898405026306,6
1.2224418683098786,0.0020288700717988445,0.07822616682846108,0.8947599612948821,-0.5718910689551508,0.8719095782286086,0.9953628714877266,0.6347850078819661,-0.8614585289959912,-0.8822123607528445,-0.24467210170538917,-0.5713665894168449,5
-0.7832141089491004,-0.1802048007550515,-0.6099734349108901,-0.4505020413884309,-0.1151515145603611,0.19577834202161182,-0.04856149333960819,-0.13561502974027956,-0.36386819623576894,-0.3445577947390104,-1.7539542423177052,-0.5713665894168449,5
-0.39751103639929686,-0.6054166993510353,-0.12823371369334444,0.999858555254516,0.39868048413377766,0.7592210388607757,1.1192183046028341,0.6547953984695396,-2.2298319440866026,-0.4789714362424687,-1.3347092032587284,-0.5713665894168449,6
-1.168917181498904,-0.9698840410047356,-0.40351355438908476,-0.6817189480996253,-0.9429919569009175,-0.5366971638693013,-0.3670468927784561,-1.7998125136082395,-0.9236573205910203,0.058683129771365736,1.5161570623423153,-0.5713665894168449,6
-1.708901483068629,0.48798532561006575,-0.5411534747369551,-0.7237583856834788,0.11321826263703379,-0.6493857032371341,-1.163260391375576,-0.9993968901045965,3.1192641330857844,1.4028195448059513,2.9415901951428363,1.7501898405026306,8
0.2196138796803887,-0.4839275854664684,0.4223259676981366,0.05397120961781156,-1.0000844012002663,-0.42400862450146853,0.1637621062862904,-0.43910595365205757,-0.5504645710208537,0.5963376957851998,0.5099689686007697,-0.5713665894168449,6
-0.8603547234590615,-1.0913731548893024,0.14704612700239625,0.13805008478551853,-0.6289835132544994,0.026745532969862637,-0.030867860037449978,-0.34905919600790286,0.6313124692846729,0.3275104127782824,-0.3005714430415531,-0.5713665894168449,7
-0.3203704218893364,-1.0913731548893024,-0.19705367386727962,1.0418979928383696,-0.28642884745840724,1.6043850841195217,0.4822475057251383,0.1612057639756283,-0.11507302985565777,-0.8822123607528445,0.25842194516538436,-0.5713665894168449,6
0.5281763377202319,-0.058715686870484604,-0.2658736340412144,5.498078376726845,-0.08660529241068672,0.25212261170552824,1.0661374046963594,5.203824192048441,-0.4260669878307981,-1.0166260022563032,-1.4185582110705235,-0.5713665894168449,6
